0.11;0.52;9.87;-0.28;0.21;1.04
0.07;0.52;9.94;0.07;0.21;0.14
0.07;0.55;9.90;0.14;0.07;0.35
0.15;0.52;9.87;-0.14;0.07;0.21
0.15;0.52;9.94;0.14;0.42;0.28
0.07;0.52;9.90;-0.07;-0.14;0.07
0.11;0.52;9.90;-0.07;0.07;0.07
0.11;0.55;9.90;-0.21;0.07;0.00
0.11;0.55;9.94;-0.07;-0.07;0.28
0.15;0.52;9.87;-0.07;0.00;0.14
0.11;0.52;9.90;-0.14;-0.14;0.21
0.11;0.55;9.94;-0.07;0.14;0.00
0.11;0.48;9.87;-0.14;-0.14;0.00
0.15;0.52;9.94;0.00;-0.14;0.14
0.11;0.52;9.87;-0.14;-0.07;0.07
0.11;0.48;9.90;0.21;-0.07;-0.14
0.11;0.52;9.87;-0.07;-0.07;0.21
0.15;0.52;9.87;0.07;0.28;2.78
0.11;0.48;9.87;-0.14;-0.07;0.00
0.11;0.48;9.94;-0.28;0.28;7.30
0.11;0.70;9.90;-0.49;-0.35;13.91
0.15;0.48;9.87;0.14;0.07;1.25
0.15;0.48;9.87;-0.21;-0.14;0.49
0.11;0.52;9.90;-0.35;0.21;1.32
0.11;0.52;9.83;0.14;-0.63;4.59
0.15;0.44;9.94;0.00;-1.18;1.81
0.18;0.48;9.87;0.07;0.07;0.21
0.18;0.52;9.87;0.21;0.28;0.14
0.11;0.52;9.90;0.14;-0.28;0.14
0.15;0.44;9.87;-0.07;-0.07;0.35
0.15;0.52;9.83;-0.14;0.35;0.21
0.11;0.52;9.83;-0.28;0.07;0.14
0.15;0.52;9.90;-0.07;0.07;0.28
0.15;0.52;9.87;-0.28;0.07;0.21
0.15;0.48;9.87;-0.14;0.14;0.07
0.15;0.52;9.90;0.07;0.07;0.00
0.11;0.48;9.87;0.07;0.07;0.14
0.15;0.52;9.94;-0.14;0.14;0.07
0.15;0.48;9.94;0.21;0.07;0.14
0.11;0.52;9.94;-0.21;-0.07;0.14
0.18;0.55;9.87;0.07;-0.07;0.00
0.18;0.48;9.94;-0.07;0.07;0.14
0.15;0.52;9.90;0.00;0.14;0.21
0.15;0.52;9.90;0.00;0.14;0.14
0.15;0.52;9.90;-0.21;0.14;-0.28
0.15;0.52;9.90;-0.14;0.00;0.21
0.18;0.48;9.97;0.00;0.00;0.28
0.11;0.52;9.94;0.07;-0.07;0.14
0.15;0.55;9.90;0.00;0.00;0.21
0.11;0.52;9.90;0.07;-0.07;0.07
0.15;0.48;9.94;0.07;-0.49;0.14
0.18;0.52;9.90;0.14;0.14;0.07
0.15;0.48;9.94;-0.07;0.28;0.21
0.15;0.48;9.94;-0.07;0.07;0.35
0.18;0.52;9.90;0.14;0.07;0.00
0.18;0.48;9.90;0.00;-0.35;0.14
0.15;0.48;9.90;0.00;-0.07;0.14
0.15;0.52;9.90;-0.07;0.07;-0.07
0.15;0.52;9.90;0.07;0.07;0.21
0.18;0.48;9.90;-0.21;0.21;0.14
0.18;0.48;9.90;0.00;-0.28;0.00
0.15;0.48;9.90;0.07;0.21;0.07
0.18;0.48;9.90;0.00;0.14;0.14
0.15;0.48;9.90;0.14;-0.07;0.35
0.15;0.48;9.97;-0.14;-0.56;-0.21
0.15;0.48;9.94;-0.28;0.14;-0.14
0.15;0.52;9.94;-0.14;-0.14;-3.83
0.11;0.55;9.90;0.07;0.07;-2.16
0.18;0.52;9.94;-0.07;-0.14;-0.21
0.15;0.48;9.90;-0.07;0.28;-0.21
0.18;0.52;9.94;-0.07;-0.14;0.21
0.15;0.52;9.90;-0.21;0.07;0.14
0.11;0.52;9.87;0.28;0.07;0.14
0.18;0.48;9.83;-0.35;-1.88;0.83
0.22;0.55;9.97;0.00;-0.77;0.63
0.22;0.48;9.94;-0.21;-0.07;0.28
0.18;0.52;9.94;-0.14;-0.14;0.28
0.00;0.44;9.80;-0.07;-3.13;1.81
0.15;0.52;9.90;-0.28;0.14;0.28
0.18;0.48;9.90;-0.35;-0.07;0.35
0.22;0.52;9.94;-0.14;0.21;0.49
0.18;0.52;9.90;-0.07;0.21;0.07
0.15;0.48;9.90;-0.14;0.07;0.14
0.18;0.55;9.94;-0.21;0.97;0.56
0.18;0.44;9.87;-0.07;0.63;0.42
0.15;0.52;9.87;-0.14;0.21;0.21
0.18;0.52;9.90;0.07;-0.14;0.00
0.18;0.48;9.94;-0.07;0.00;0.28
0.15;0.48;9.87;0.00;0.00;0.14
0.18;0.48;9.87;0.00;0.00;0.35
0.15;0.52;9.90;-0.07;0.07;0.28
0.15;0.52;9.90;-0.07;0.14;0.21
0.18;0.52;9.90;-0.07;0.07;0.28
0.22;0.52;9.90;-0.07;0.07;0.21
0.15;0.52;9.90;0.14;0.14;0.21
0.15;0.52;9.90;-0.07;0.07;0.14
0.18;0.52;9.90;0.00;0.07;0.42
0.15;0.52;9.90;-0.14;-0.07;0.21
0.18;0.52;9.94;-0.14;0.07;0.21
0.22;0.52;9.94;0.00;0.21;-0.14
0.18;0.55;9.83;-0.07;0.14;0.21
0.18;0.48;9.90;-0.14;-0.07;0.14
0.18;0.48;9.90;0.00;0.00;0.21
0.15;0.52;9.87;-0.07;0.07;0.14
0.18;0.52;9.87;-0.14;0.07;0.14
0.18;0.48;9.94;-0.07;-0.14;0.49
0.22;0.52;9.90;0.00;0.00;0.21
0.18;0.48;9.87;0.00;-0.21;0.00
0.18;0.52;9.87;-0.07;0.14;0.14
0.18;0.52;9.87;-0.14;0.07;0.07
0.18;0.55;9.90;-0.14;-0.07;0.42
0.22;0.52;9.94;-0.21;0.07;0.14
0.18;0.52;9.90;-0.14;0.07;0.28
0.18;0.55;9.90;-0.07;0.14;0.14
0.18;0.52;9.90;-0.07;0.07;0.14
0.18;0.48;9.94;-0.42;0.14;0.21
0.22;0.52;9.90;0.07;-0.07;0.00
0.18;0.55;9.94;-0.14;0.00;0.14
0.18;0.52;9.87;-0.28;-0.14;0.35
0.22;0.48;9.90;-0.28;0.14;0.42
0.15;0.55;9.90;-0.07;0.07;0.28
0.15;0.48;9.90;-0.07;0.00;0.35
0.18;0.52;9.90;-0.14;0.00;0.07
0.18;0.55;9.94;-0.35;0.07;0.14
0.18;0.48;9.90;-0.21;-0.07;0.35
0.18;0.52;9.87;-0.07;0.14;0.49
0.15;0.55;9.87;-0.07;0.00;0.14
0.15;0.52;9.90;0.07;0.14;0.21
0.18;0.48;9.87;0.00;-0.14;0.21
0.18;0.55;9.90;-0.28;-0.07;0.14
0.15;0.48;9.90;0.07;0.07;0.07
0.18;0.52;9.94;-0.21;-0.14;0.28
0.15;0.55;9.94;0.21;0.14;0.42
0.15;0.52;9.90;-0.21;0.00;0.14
0.18;0.52;9.90;-0.07;0.14;0.21
0.15;0.52;9.90;0.00;-0.14;0.42
0.15;0.52;9.90;0.00;0.00;0.28
0.15;0.48;9.94;-0.14;0.07;0.21
0.18;0.52;9.87;-0.21;0.14;0.07
0.11;0.52;9.90;-0.07;0.00;0.07
0.22;0.48;9.94;-0.21;0.14;0.28
0.18;0.52;9.97;0.07;0.14;0.28
0.18;0.52;9.94;-0.07;0.07;0.42
0.15;0.48;9.94;-0.28;0.14;0.28
0.18;0.52;9.90;0.07;-0.07;0.42
0.18;0.52;9.94;-0.07;-0.07;0.63
0.15;0.41;10.04;-0.77;17.25;16.21
0.15;0.52;9.87;-0.28;0.14;0.42
0.18;0.52;9.94;-0.14;-0.07;0.14
0.15;0.55;9.90;-0.42;0.14;0.21
0.15;0.52;9.87;0.00;-0.07;0.35
0.15;0.52;9.94;-0.21;0.07;0.21
0.18;0.48;9.90;-0.14;0.07;0.42
0.15;0.48;9.87;-0.42;0.14;0.28
0.15;0.52;9.90;-0.07;0.00;0.21
0.11;0.55;9.87;-0.49;0.28;0.28
0.15;0.52;9.97;-0.07;0.07;0.35
0.11;0.52;9.90;-0.28;-0.07;0.49
0.15;0.48;9.90;-0.21;0.00;0.28
0.15;0.48;9.90;-0.07;0.07;0.28
0.11;0.55;9.87;-0.07;0.07;0.21
0.15;0.52;9.90;-0.14;0.07;0.21
0.15;0.48;9.94;-0.07;0.00;0.28
0.18;0.44;9.87;-0.35;0.28;0.49
0.11;0.52;9.94;-0.21;-0.07;0.14
0.15;0.52;9.87;-0.14;-0.14;0.14
0.15;0.52;9.90;-0.14;0.00;0.14
0.15;0.48;9.90;-0.14;0.00;0.42
0.18;0.48;9.87;-0.35;0.07;0.56
0.11;0.52;9.87;-0.35;-0.07;0.35
0.15;0.52;9.87;-0.21;0.07;0.14
0.18;0.48;9.87;0.28;0.07;0.14
0.11;0.52;9.87;0.07;0.28;0.21
0.15;0.52;9.87;0.14;0.00;0.21
0.15;0.52;9.87;-0.21;0.21;0.14
0.11;0.52;9.87;-0.14;-0.07;0.28
0.15;0.52;9.90;-0.07;-0.07;0.21
0.11;0.52;9.90;0.00;0.14;0.14
0.15;0.52;9.94;-0.07;-0.14;0.28
0.15;0.55;9.87;-0.14;-0.14;0.21
0.18;0.52;9.90;-0.07;0.00;0.14
0.15;0.48;9.90;-0.07;-0.07;0.21
0.15;0.48;9.87;0.07;0.07;0.00
0.18;0.48;9.90;-0.21;0.00;0.14
0.15;0.52;9.90;-0.14;0.14;0.28
0.15;0.55;9.87;-0.07;-0.07;0.07
0.11;0.52;9.87;0.07;0.14;0.28
0.15;0.52;9.87;0.00;0.14;0.07
0.15;0.52;9.94;0.21;0.00;0.00
0.15;0.52;9.90;-0.14;0.07;0.14
0.15;0.48;9.87;0.21;0.00;0.00
0.15;0.55;9.90;0.00;0.07;0.14
0.18;0.52;9.90;-0.14;0.00;0.21
0.11;0.52;9.87;0.14;0.21;0.00
0.18;0.52;9.90;-0.21;-0.07;0.28
0.15;0.52;9.90;-0.14;-0.07;0.42
0.15;0.52;9.90;0.00;0.14;0.42
0.15;0.52;9.90;-0.14;0.00;0.14
0.15;0.52;9.90;-0.35;0.07;0.07
0.11;0.52;9.90;-0.07;0.07;0.14
0.11;0.48;9.90;-0.07;0.14;0.14
0.15;0.48;9.87;0.00;0.00;0.14
0.07;0.52;9.90;-0.07;-0.14;0.28
0.15;0.52;9.90;0.14;0.28;0.35
0.18;0.48;9.87;-0.07;0.28;0.21
0.15;0.48;9.90;-0.07;-0.07;0.07
0.15;0.55;9.90;0.07;0.00;0.28
0.15;0.48;9.90;-0.07;0.14;0.49
0.15;0.52;9.90;-0.21;0.21;0.28
0.18;0.52;9.94;0.14;0.14;0.07
0.15;0.52;9.90;-0.14;0.21;0.21
0.15;0.48;9.90;-0.14;0.14;0.42
0.15;0.52;9.90;0.07;-0.07;0.21
0.15;0.52;9.87;-0.97;-3.90;4.45
0.18;0.55;9.90;-0.14;-1.46;1.46
0.11;0.55;9.90;-0.35;-1.25;1.67
0.18;0.52;9.90;-0.07;0.14;0.07
0.15;0.48;9.90;-0.14;0.07;0.49
0.18;0.52;9.90;-0.28;-0.21;0.42
0.18;0.52;9.94;-0.07;0.28;0.35
0.15;0.52;9.90;-0.07;0.14;0.28
0.22;0.55;9.90;0.00;-0.07;0.07
0.18;0.52;9.87;0.00;-0.07;0.21
0.18;0.55;9.90;-0.07;0.00;0.07
0.15;0.52;9.90;0.28;0.07;0.07
0.11;0.55;9.87;-0.14;0.00;0.28
0.15;0.52;9.87;-0.28;0.14;0.14
0.15;0.48;9.87;0.00;0.14;0.21
0.18;0.52;9.90;0.28;-0.14;0.28
0.18;0.55;9.90;-0.21;0.14;0.28
0.18;0.52;9.87;-0.14;0.28;0.07
0.15;0.52;9.90;-0.07;0.14;0.00
0.18;0.55;9.87;-0.07;0.07;0.14
0.18;0.52;9.94;-0.21;0.14;0.21
0.15;0.52;9.87;0.28;-0.07;0.35
0.15;0.52;9.90;0.28;-0.42;0.83
0.22;0.52;9.87;0.00;-0.49;1.32
0.15;0.55;9.87;-0.14;0.21;0.21
0.18;0.48;9.90;-0.14;0.00;-0.07
0.18;0.52;9.94;-0.21;-0.14;0.07
0.15;0.52;9.97;0.07;0.21;0.21
0.22;0.52;9.90;0.07;0.35;0.07
0.18;0.52;9.94;-0.21;0.00;-0.07
0.18;0.55;9.90;0.14;0.42;0.00
0.18;0.52;9.97;0.28;4.38;-5.29
0.22;0.44;9.90;-0.07;1.39;-0.97
0.15;0.55;9.87;0.00;1.32;-1.04
0.15;0.48;9.90;0.00;0.83;-0.42
0.15;0.44;9.87;0.07;1.25;-0.70
0.11;0.48;9.90;0.14;1.25;-0.56
0.15;0.52;9.90;0.07;0.63;-0.21
0.15;0.48;9.90;-0.07;-0.07;0.35
0.15;0.52;9.90;0.14;0.07;0.49
0.15;0.52;9.87;-0.07;0.77;0.35
0.07;0.44;9.83;-0.21;3.06;1.18
0.11;0.48;9.90;0.21;0.21;1.25
0.07;0.52;9.94;0.21;0.07;1.11
0.15;0.55;9.87;-0.21;0.21;0.49
0.11;0.52;9.97;0.56;14.47;1.81
0.07;0.52;9.83;0.00;0.97;0.63
0.04;0.48;9.87;-0.14;0.14;0.35
0.07;0.52;9.94;-0.21;0.07;0.28
0.07;0.48;9.83;0.28;0.00;0.35
0.07;0.52;9.87;-0.14;0.07;0.14
0.04;0.55;9.87;-0.07;0.21;-0.07
0.07;0.55;9.87;0.00;1.04;0.21
0.11;0.52;9.90;-0.14;0.21;0.21
0.11;0.52;9.94;0.00;0.28;0.21
0.11;0.48;9.94;0.14;0.28;0.42
0.07;0.52;9.90;0.00;0.14;0.21
0.07;0.52;9.90;-0.14;0.21;0.00
0.07;0.52;9.83;-0.07;0.14;0.28
0.07;0.52;9.90;0.28;1.18;0.00
0.07;0.44;9.83;-0.07;0.07;0.14
0.07;0.52;9.94;0.00;0.00;0.14
0.07;0.52;9.87;0.07;0.21;0.14
0.07;0.52;9.94;0.00;-0.07;0.21
0.04;0.52;9.87;0.21;0.14;0.35
0.07;0.48;9.90;0.21;0.21;0.28
0.11;0.48;9.90;0.21;0.28;0.07
0.04;0.52;9.94;0.28;0.07;0.00
0.11;0.48;9.90;0.07;0.21;-0.07
0.04;0.48;9.87;0.00;0.21;0.28
0.04;0.55;9.87;-0.21;0.21;0.14
0.07;0.48;9.90;-0.28;0.49;-0.07
0.07;0.48;9.87;0.07;0.07;0.07
0.07;0.48;9.94;0.21;0.21;0.28
0.11;0.48;9.90;0.00;0.21;0.00
0.07;0.48;9.83;0.21;0.21;0.07
0.11;0.52;9.87;0.14;0.21;-0.14
0.04;0.48;9.94;0.07;0.35;0.07
0.04;0.48;9.90;0.07;0.14;-0.14
0.04;0.52;9.97;0.28;0.14;0.21
0.04;0.52;9.90;0.07;-0.07;0.14
0.07;0.52;9.97;-0.07;0.00;0.14
0.04;0.55;9.90;0.14;0.21;0.14
0.07;0.52;9.90;0.00;0.21;-0.07
0.07;0.52;9.87;0.07;0.07;0.28
0.04;0.48;9.94;0.00;0.21;0.21
0.07;0.52;9.94;0.00;-0.14;0.21
0.04;0.52;9.87;0.07;0.07;0.14
0.07;0.48;9.90;0.07;-0.21;-0.07
0.04;0.55;9.94;0.00;0.07;0.28
0.07;0.52;9.87;0.14;0.14;0.07
0.07;0.55;9.87;0.00;0.14;0.07
0.07;0.55;9.87;0.07;-0.07;0.35
0.04;0.55;9.90;0.14;0.07;0.21
0.07;0.52;9.87;0.00;0.35;0.28
0.07;0.48;9.90;0.00;-0.14;0.35
0.07;0.48;9.90;0.00;-0.07;0.21
0.07;0.48;9.87;0.21;0.07;0.07
0.07;0.52;9.87;0.14;0.00;0.07
0.07;0.48;9.87;0.07;0.14;0.35
0.07;0.48;9.94;-0.07;0.07;0.07
0.07;0.48;9.90;-0.21;0.00;0.07
0.07;0.48;9.87;-0.07;0.21;0.00
0.07;0.52;9.87;-0.07;0.07;0.28
0.04;0.52;9.90;-0.28;-0.07;0.21
0.07;0.52;9.83;-0.21;0.14;0.21
0.07;0.52;9.83;0.00;-0.07;0.07
0.04;0.48;9.87;-0.14;0.00;0.07
0.07;0.48;9.90;-0.14;-0.07;-0.14
0.04;0.52;9.90;-0.07;-0.28;0.21
0.04;0.55;9.87;-0.07;0.07;0.07
0.07;0.52;9.90;-0.07;0.14;0.07
0.07;0.52;9.90;-0.14;0.14;0.28
0.04;0.52;9.90;-0.07;0.14;0.07
0.11;0.48;9.90;-0.14;0.07;0.42
0.04;0.55;9.90;0.21;0.00;0.42
0.11;0.52;9.90;-0.14;-0.14;0.28
0.07;0.55;9.90;0.00;0.14;0.14
0.04;0.52;9.87;0.00;0.35;0.35
0.07;0.52;9.87;-0.07;-1.32;1.18
0.07;0.52;9.94;0.00;0.00;0.14
0.04;0.55;9.90;0.07;0.07;0.14
0.07;0.52;9.87;0.07;0.14;0.28
0.07;0.48;9.94;-0.07;0.21;0.21
0.04;0.55;9.87;0.00;0.28;0.28
0.07;0.52;9.87;-0.28;-0.70;0.63
0.07;0.52;9.90;0.00;-0.14;0.49
0.07;0.52;9.87;-0.07;-0.21;0.28
0.07;0.55;9.83;-0.07;-0.14;0.42
0.07;0.52;9.83;-0.35;0.14;0.21
0.07;0.52;9.87;0.07;-0.07;0.21
0.11;0.48;9.90;0.00;-0.07;0.21
0.07;0.52;9.90;0.00;-0.21;0.28
0.04;0.52;9.94;-0.07;0.00;0.42
0.07;0.48;9.90;0.42;-0.56;0.70
0.07;0.48;9.87;0.00;-0.28;0.28
0.07;0.48;9.90;-0.14;-0.97;1.11
0.07;0.52;9.87;-0.28;0.21;0.28
0.04;0.52;9.87;0.07;0.00;0.21
0.07;0.48;9.87;-0.21;0.07;0.14
0.11;0.48;9.87;0.07;0.07;-0.07
0.07;0.55;9.90;-0.21;-0.14;0.07
0.04;0.55;9.87;-0.21;0.21;0.21
0.07;0.52;9.90;0.00;0.00;0.28
0.04;0.52;9.87;0.07;0.07;0.35
0.07;0.48;9.90;0.07;0.07;0.07
0.07;0.48;9.87;0.14;0.00;0.28
0.07;0.52;9.90;0.21;0.07;0.14
0.04;0.52;9.90;-0.07;0.00;0.28
0.07;0.52;9.90;-0.07;0.00;0.21
0.11;0.52;9.90;0.00;-0.07;0.28
0.11;0.48;9.94;-0.07;-0.07;0.00
0.07;0.52;9.87;-0.07;0.14;0.14
0.07;0.48;9.90;-0.21;-0.14;0.35
0.04;0.52;9.87;-0.07;0.14;0.35
0.07;0.44;9.87;-0.14;0.07;0.35
0.04;0.55;9.90;-0.14;0.21;0.28
0.11;0.48;9.83;-0.28;0.07;0.42
0.07;0.52;9.90;-0.14;0.00;0.28
0.11;0.52;9.87;0.07;0.07;0.07
0.04;0.48;9.87;-0.21;0.21;0.21
0.07;0.44;9.94;-0.21;0.21;0.28
0.04;0.52;9.94;0.07;0.21;0.28
0.07;0.52;9.87;0.07;0.00;0.42
0.04;0.52;9.87;-0.14;0.28;0.42
0.07;0.52;9.90;-0.14;1.60;1.18
0.07;0.52;9.94;-0.07;0.00;0.35
0.07;0.52;9.83;-0.07;0.21;0.28
0.07;0.55;9.83;-0.07;0.70;1.18
0.07;0.52;9.90;-0.07;0.70;1.11
0.11;0.55;9.83;0.00;0.28;0.97
0.07;0.52;9.90;-0.28;0.35;0.21
0.04;0.52;9.87;0.00;0.21;0.49
0.04;0.52;9.94;-0.14;0.70;1.11
0.04;0.55;9.87;-0.14;0.28;0.49
0.04;0.52;9.87;-0.35;0.14;0.42
0.04;0.48;9.87;-0.14;0.14;0.21
0.07;0.52;9.90;-0.14;0.21;0.35
