8601	0.04	-179.93	-1.76	-94.65	0.01	179.63	1.81	-1.25
8700	0.04	179.85	1.84	-45.39	0.02	-179.92	-1.78	-33.30
8801	0.04	-179.93	-1.76	-70.02	0.02	179.86	1.82	5.73
8901	0.03	179.85	1.83	-23.37	0.01	179.86	1.81	38.24
9000	0.00	-179.93	-1.80	-53.19	0.02	179.63	1.82	65.16
9100	0.02	-179.93	-1.78	-77.76	0.01	-179.92	-1.79	17.62
9200	0.03	-179.93	-1.77	-97.94	-0.00	179.86	1.79	49.66
9299	0.03	179.62	1.83	-42.11	-0.00	179.86	1.79	75.84
9400	0.01	-179.93	-1.79	-70.34	-0.00	-179.92	-1.80	23.50
9500	0.01	-179.71	-1.79	-93.11	-0.01	179.86	1.79	56.05
9600	0.04	-179.93	-1.75	-111.47	-0.01	179.86	1.79	82.26
9700	0.02	-179.71	-1.77	-126.17	-0.01	-179.92	-1.81	25.84
9800	-0.01	-179.93	-1.81	-137.95	0.01	-179.69	-1.79	-19.10
9901	0.00	-179.93	-1.80	-147.27	0.01	-179.92	-1.79	-54.83
10000	0.03	-179.93	-1.77	-154.62	0.00	-179.92	-1.80	-83.06
10099	0.02	-179.93	-1.77	-160.42	0.01	179.64	1.80	-22.88
10201	-0.00	-179.93	-1.80	-164.98	-0.00	-179.92	-1.80	-59.39
10300	-0.01	-179.71	-1.81	-168.45	-0.00	-179.92	-1.80	-87.82
10401	0.01	-179.71	-1.78	-171.13	-0.01	-179.92	-1.81	-109.86
10501	-0.00	-179.93	-1.80	-173.28	-0.01	-179.92	-1.81	-126.86
10602	-0.03	-179.93	-1.83	-174.93	-0.00	-179.92	-1.80	-139.90
10701	-0.01	-179.93	-1.81	-176.17	0.01	-179.69	-1.78	-149.81
10803	0.01	179.85	1.81	-86.22	0.01	-179.92	-1.79	-157.42
10902	0.00	-179.93	-1.80	-110.21	0.01	-179.92	-1.79	-163.18
11003	-0.02	179.85	1.78	-35.04	0.00	179.86	1.80	-74.26
11102	-0.01	-179.93	-1.81	-73.06	0.01	179.86	1.81	-7.56
11202	0.02	179.85	1.82	-5.84	-0.00	-179.69	-1.80	-53.31
11302	0.00	-179.93	-1.80	-52.67	0.00	179.86	1.80	9.41
11401	-0.00	179.85	1.80	10.61	0.01	-179.92	-1.79	-42.12
11501	0.02	179.85	1.82	57.23	0.00	179.86	1.80	19.01
11601	0.05	179.85	1.86	91.42	0.00	-179.92	-1.80	-36.41
11700	0.03	-179.93	-1.76	14.95	0.02	-179.92	-1.77	-76.83
11801	0.04	-179.93	-1.75	-40.58	0.03	179.63	1.83	-3.75
11901	0.06	-179.93	-1.73	-80.71	0.04	179.86	1.85	49.15
12000	0.07	-179.71	-1.72	-109.53	0.05	-179.92	-1.74	-17.55
12101	0.04	-179.93	-1.75	-130.27	0.04	-179.92	-1.75	-65.34
12200	0.04	-179.93	-1.75	-145.04	0.05	-179.69	-1.74	-99.35
12301	0.07	-179.93	-1.73	-155.51	0.05	179.86	1.85	-15.44
12400	0.05	-179.93	-1.74	-162.93	0.04	179.64	1.84	43.78
12500	0.03	179.85	1.83	-57.83	0.06	179.86	1.87	85.52
12600	0.04	-179.93	-1.76	-95.64	0.07	-179.92	-1.72	3.32
12699	0.06	-179.71	-1.73	-121.92	0.07	179.86	1.87	58.53
12801	0.05	-179.71	-1.75	-140.17	0.07	-179.92	-1.72	-16.76
12899	0.03	179.85	1.83	-38.19	0.07	-179.92	-1.72	-68.76
13000	0.04	-179.93	-1.75	-83.78	0.08	-179.92	-1.72	-104.52
13100	0.06	-179.93	-1.73	-114.98	0.06	179.86	1.87	-12.19
13199	0.06	179.85	1.86	-18.39	0.07	179.86	1.87	50.74
13299	0.03	-179.93	-1.77	-71.81	0.08	179.86	1.89	93.43
13399	0.05	-179.71	-1.74	-107.78	0.07	179.86	1.88	122.25
13499	0.07	-179.71	-1.72	-131.96	0.08	-179.92	-1.71	20.60
